geometry,composition,function,structure
POINT (25.653374999996984 -29.216374999996567),0.22085143625736237,735,0
POINT (25.258624999997032 -29.349374999996552),0.670953631401062,899,10
POINT (25.575624999996993 -29.202874999996567),0.9788947701454163,912,0
POINT (25.428624999997012 -28.820124999996615),0.7783516049385071,855,10
POINT (25.749124999996976 -28.907124999996604),0.7095524072647095,363,10
POINT (25.663124999996985 -28.807124999996613),0.7210898995399475,701,0
POINT (25.297124999997028 -29.073374999996584),0.6341642737388611,791,0
POINT (25.490374999997005 -29.62087499999652),0.8298664093017578,773,10
POINT (25.553874999996996 -29.240374999996565),0.2403385490179062,821,0
POINT (25.569124999996994 -29.60462499999652),0.9788947701454163,707,0
POINT (25.924624999996954 -28.747874999996622),0.3322572410106659,693,0
POINT (25.821374999996966 -29.053124999996587),0.6741970777511597,1003,0
POINT (25.380624999997018 -29.242374999996564),0.2598668038845062,985,0
POINT (26.02312499999694 -29.45012499999654),0.6885460019111633,827,10
POINT (25.823374999996965 -29.502874999996532),0.8460672497749329,967,0
POINT (25.749874999996972 -29.36962499999655),0.695744514465332,864,10
POINT (25.95787499999695 -29.153874999996575),0.7144988775253296,990,0
POINT (25.705624999996978 -28.985874999996593),0.30382201075553894,1039,0
POINT (25.161874999997043 -28.9463749999966),0.3219517469406128,598,0
POINT (26.443624999996892 -29.248874999996563),0.826943576335907,975,10
POINT (26.083124999996937 -29.19437499999657),0.6697635650634766,1018,10
POINT (26.092624999996932 -28.77487499999662),0.3138780891895294,1090,0
POINT (26.744124999996856 -29.385124999996545),0.8559384942054749,1527,2
POINT (26.415624999996897 -29.373624999996547),0.8288934230804443,421,1
POINT (26.357874999996902 -28.747124999996622),0.8137876987457275,1049,0
POINT (26.774874999996854 -29.063374999996586),0.7060565948486328,1195,0
POINT (26.89337499999684 -29.152874999996573),0.6876328587532043,904,1
POINT (26.28087499999691 -28.978874999996595),0.7100520133972168,1230,10
POINT (26.89937499999684 -29.499874999996532),0.41032645106315613,721,10
POINT (26.442874999996892 -29.132624999996576),0.7057220935821533,553,9
POINT (26.076624999996938 -29.554874999996528),0.7970468401908875,785,10
POINT (26.428124999996893 -29.048624999996587),0.7093893885612488,1243,0
POINT (26.72712499999686 -29.417374999996543),0.8559384942054749,1015,9
POINT (26.3951249999969 -28.877374999996608),0.9831862449645996,818,0
POINT (26.741374999996857 -28.9241249999966),0.4473477602005005,974,10
POINT (26.595624999996875 -29.303374999996556),0.8646916151046753,863,9
POINT (26.12387499999693 -29.60737499999652),0.7609471082687378,671,8
POINT (26.437624999996892 -29.587374999996523),0.7340134382247925,1059,10
POINT (26.74687499999686 -28.804374999996615),0.7262413501739502,1012,2
POINT (26.19812499999692 -28.984874999996595),0.6922128796577454,1045,0
POINT (26.79812499999685 -29.03137499999659),0.7060565948486328,851,4
POINT (26.53737499999688 -29.397124999996546),0.8695083260536194,1148,10
POINT (26.238374999996918 -28.796624999996617),0.7347264885902405,963,9
POINT (26.446624999996892 -29.042624999996587),0.7093893885612488,1665,5
POINT (26.860624999996844 -29.484874999996535),0.7782711982727051,930,10
POINT (26.82662499999685 -29.480374999996535),0.7842215895652771,1157,9
POINT (26.64187499999687 -29.00637499999659),0.8252781629562378,1121,10
POINT (26.259874999996914 -29.631374999996517),0.7329407930374146,984,10
POINT (26.081624999996937 -29.16812499999657),0.9831862449645996,989,0
POINT (26.277624999996913 -29.548124999996528),0.4086894690990448,906,10
POINT (26.265624999996913 -29.528124999996532),0.737773597240448,963,10
POINT (26.066624999996936 -29.35487499999655),0.6882132887840271,1028,10
POINT (26.917374999996838 -29.26637499999656),0.7852862477302551,1336,5
POINT (26.597124999996876 -29.241624999996564),0.8348251581192017,646,9
POINT (26.057874999996937 -28.914124999996602),0.3004699647426605,609,10
POINT (26.46737499999689 -29.18287499999657),0.7041140794754028,986,9
POINT (26.441374999996892 -28.76387499999662),0.42411401867866516,1024,0
POINT (26.82087499999685 -29.17237499999657),0.32893699407577515,1158,2
POINT (26.698124999996864 -29.573624999996525),0.692511260509491,969,10
POINT (26.101124999996934 -29.591874999996524),0.7609471082687378,80,5
POINT (26.068874999996936 -28.953374999996598),0.2957038879394531,638,0
POINT (26.13312499999693 -29.579624999996526),0.7609471082687378,782,9
POINT (26.094874999996932 -28.75737499999662),0.38024047017097473,916,0
POINT (26.328624999996908 -28.893624999996604),0.33383387327194214,796,0
POINT (26.90212499999684 -29.217374999996565),0.6771013736724854,946,10
POINT (26.335624999996906 -29.09837499999658),0.7021260261535645,1513,1
POINT (26.448124999996892 -29.635374999996518),0.7340134382247925,1157,0
POINT (26.194624999996922 -28.852874999996608),0.363120436668396,1486,5
POINT (26.22737499999692 -29.155624999996576),0.3015494644641876,1020,0
POINT (26.315124999996907 -29.10662499999658),0.6916554570198059,1187,1
POINT (26.162874999996927 -29.496374999996533),0.730683445930481,872,10
POINT (26.932874999996834 -28.968374999996595),0.7913012504577637,905,0
POINT (26.47487499999689 -28.969624999996597),0.7324963212013245,1464,14
POINT (26.508624999996886 -29.047124999996587),0.7167232036590576,681,10
POINT (26.73162499999686 -28.908624999996604),0.4262098968029022,1184,0
POINT (26.503124999996885 -29.171374999996573),0.710874080657959,1023,10
POINT (26.307624999996907 -28.914874999996602),0.9831862449645996,1042,10
POINT (26.180624999996922 -28.76537499999662),0.7347264885902405,1053,0
POINT (26.274124999996914 -29.346374999996552),0.8173279762268066,1110,0
POINT (26.519124999996883 -29.406374999996544),0.8695083260536194,938,9
POINT (26.670374999996866 -28.965124999996597),0.736842155456543,818,0
POINT (26.431874999996893 -28.9221249999966),0.9831862449645996,691,9
POINT (26.169124999996924 -29.136374999996576),0.31591230630874634,1157,5
POINT (26.064624999996937 -29.392624999996546),0.6882132887840271,770,10
POINT (26.183874999996924 -29.640374999996517),0.7181042432785034,779,9
POINT (26.580624999996875 -29.410124999996544),0.8695083260536194,944,10
POINT (26.318874999996908 -28.84012499999661),0.35873943567276,1161,0
POINT (26.180124999996924 -28.862374999996607),0.6775176525115967,972,0
POINT (26.239374999996915 -29.435874999996543),0.6895857453346252,880,9
POINT (26.947624999996833 -29.134874999996576),0.6852077841758728,1120,10
POINT (26.085124999996935 -29.63562499999652),0.7627410888671875,836,10
POINT (26.321374999996905 -28.9498749999966),0.38665106892585754,1847,8
POINT (26.264874999996913 -28.906624999996602),0.7000956535339355,1319,0
POINT (26.81562499999685 -29.16437499999657),0.1605515480041504,973,3
POINT (26.21112499999692 -29.131124999996576),0.3375356197357178,677,7
POINT (26.81562499999685 -28.959124999996597),0.7741938829421997,1142,0
POINT (26.775624999996854 -29.003624999996592),0.6911919713020325,995,10
POINT (26.578124999996877 -29.00187499999659),0.8339847922325134,886,9
POINT (26.798374999996852 -28.86437499999661),0.8018212914466858,1321,0
POINT (26.506374999996886 -29.02587499999659),0.7167232036590576,974,0
POINT (26.929624999996836 -29.61862499999652),0.7771313190460205,1084,0
POINT (26.322374999996907 -29.29287499999656),0.7839388847351074,1044,10
POINT (26.919374999996837 -29.067124999996583),0.6963587999343872,896,10
POINT (26.264874999996913 -29.402624999996544),0.8173279762268066,784,0
POINT (26.45687499999689 -29.17612499999657),0.7041140794754028,1003,1
POINT (26.096374999996932 -29.224874999996565),0.3735228478908539,973,10
POINT (26.865374999996842 -29.031624999996588),0.6963587999343872,703,9
POINT (26.929874999996837 -28.912124999996603),0.806959867477417,1079,0
POINT (26.427624999996894 -28.83687499999661),0.3347034454345703,831,10
POINT (26.728124999996858 -29.058624999996585),0.8319144248962402,1168,0
POINT (26.249874999996916 -29.44587499999654),0.8217634558677673,974,9
POINT (26.272374999996913 -29.42962499999654),0.8433851599693298,1269,1
POINT (26.915624999996837 -29.384874999996548),0.7618296146392822,1073,9
POINT (26.085124999996935 -28.84012499999661),0.9831862449645996,1062,0
POINT (26.05162499999694 -29.487374999996536),0.7297969460487366,1100,5
POINT (26.068124999996936 -29.256124999996562),0.6164098381996155,906,10
POINT (26.578624999996876 -29.002874999996592),0.8339847922325134,930,9
POINT (26.516374999996884 -28.972874999996595),0.7406901717185974,782,1
POINT (26.222124999996918 -29.517124999996533),0.7846990823745728,1228,2
POINT (26.341874999996904 -29.43937499999654),0.841395378112793,931,6
POINT (26.847124999996844 -29.454874999996537),0.7782711982727051,1037,0
POINT (26.508624999996886 -29.332374999996553),0.821826159954071,973,0
POINT (26.732624999996858 -29.156124999996575),0.8071596622467041,882,2
POINT (26.432874999996894 -28.748124999996623),0.7643596529960632,1037,10
POINT (26.89187499999684 -29.237624999996566),0.6771013736724854,913,9
POINT (26.769874999996855 -29.28987499999656),0.766527533531189,990,0
POINT (26.932874999996834 -28.83562499999661),0.806959867477417,897,10
POINT (26.500124999996885 -29.28412499999656),0.821826159954071,774,9
POINT (26.73212499999686 -29.27237499999656),0.17105670273303986,502,10
POINT (26.12187499999693 -29.003624999996592),0.3679084777832031,843,3
POINT (26.87562499999684 -29.576124999996523),0.4202992022037506,830,10
POINT (26.89612499999684 -28.967124999996596),0.7796503305435181,885,9
POINT (26.511124999996884 -29.240874999996564),0.8462141752243042,1071,10
POINT (26.852374999996844 -29.01987499999659),0.6963587999343872,848,0
POINT (26.90287499999684 -28.965874999996597),0.7796503305435181,1010,10
POINT (26.095124999996933 -29.398874999996547),0.2830348014831543,953,10
POINT (26.866874999996842 -29.249874999996564),0.9831862449645996,1050,3
POINT (26.932124999996834 -28.801374999996614),0.8094674348831177,1045,10
POINT (26.260874999996915 -29.037624999996588),0.6991539597511292,1073,9
POINT (26.063624999996936 -29.477874999996537),0.7297969460487366,1006,3
POINT (26.21937499999692 -28.793874999996618),0.7347264885902405,926,10
POINT (26.919624999996838 -29.462124999996536),0.7414679527282715,874,9
POINT (26.65612499999687 -28.9203749999966),0.7319835424423218,810,10
POINT (26.171624999996926 -29.61887499999652),0.7181042432785034,1121,0
POINT (26.145124999996927 -29.10637499999658),0.3238130211830139,1286,12
POINT (26.88737499999684 -29.28237499999656),0.9831862449645996,1203,0
POINT (26.776624999996855 -29.211874999996567),0.6834834218025208,1195,0
POINT (26.45987499999689 -28.747874999996622),0.7643596529960632,990,10
POINT (26.747874999996856 -28.9183749999966),0.3985350728034973,1077,10
POINT (26.758124999996856 -28.998374999996592),0.7741938829421997,962,10
POINT (26.70337499999686 -28.770874999996618),0.7262413501739502,1113,10
POINT (26.432874999996894 -28.817374999996613),0.7357343435287476,1017,10
POINT (26.189124999996924 -28.84687499999661),0.36563247442245483,1601,1
POINT (26.160874999996928 -29.161124999996574),0.28819742798805237,912,0
POINT (26.45737499999689 -29.02837499999659),0.9831862449645996,935,0
POINT (26.145124999996927 -29.256124999996562),0.6737523674964905,833,10
POINT (26.57037499999688 -29.244124999996565),0.8462141752243042,780,10
POINT (26.53712499999688 -29.399874999996545),0.8695083260536194,1073,9
POINT (26.54987499999688 -29.322374999996555),0.8505895733833313,911,10
POINT (26.72287499999686 -29.25312499999656),0.23615145683288574,1164,0
POINT (26.90037499999684 -28.982374999996594),0.7796503305435181,872,10
POINT (26.158374999996926 -29.52112499999653),0.7940074801445007,1618,10
POINT (26.851374999996846 -29.624874999996518),0.771338164806366,956,9
POINT (26.241624999996915 -29.413374999996545),0.7084792852401733,949,10
POINT (26.605124999996875 -29.241624999996564),0.8348251581192017,1008,10
POINT (26.394124999996897 -28.895124999996604),0.7350122332572937,1590,7
POINT (26.177124999996924 -29.11637499999658),0.3394694924354553,1093,8
POINT (26.244624999996915 -29.287124999996557),0.6681436896324158,898,10
POINT (26.922624999996838 -28.925374999996603),0.7913012504577637,1009,9
POINT (26.856374999996845 -29.421624999996542),0.7782711982727051,1205,0
POINT (26.53562499999688 -29.383874999996547),0.8695083260536194,1002,10
POINT (26.54612499999688 -29.577374999996525),0.7354061603546143,928,0
POINT (26.47312499999689 -28.86062499999661),0.7407520413398743,1237,0
POINT (26.46712499999689 -29.08237499999658),0.7057220935821533,1095,1
POINT (26.223624999996918 -29.316124999996553),0.35545551776885986,1017,0
POINT (26.202874999996922 -29.010374999996593),0.6792552471160889,1123,0
POINT (26.503874999996885 -29.223874999996568),0.710874080657959,926,9
POINT (26.102374999996933 -29.247624999996564),0.3616044223308563,734,10
POINT (26.931374999996834 -28.773124999996618),0.8094674348831177,1179,0
POINT (26.771624999996853 -28.947374999996597),0.4497706890106201,1104,10
POINT (26.530374999996884 -29.361874999996548),0.8695083260536194,1061,10
POINT (26.267124999996913 -29.219124999996566),0.680208683013916,730,0
POINT (26.588374999996876 -29.27687499999656),0.9831862449645996,937,9
POINT (26.185874999996923 -29.21437499999657),0.6839784979820251,970,2
POINT (26.944874999996834 -29.062874999996584),0.4137575924396515,972,9
POINT (26.260624999996914 -28.905874999996602),0.7000956535339355,1091,0
POINT (26.701124999996864 -29.314124999996555),0.8280358910560608,1058,10
POINT (26.500874999996885 -29.468624999996536),0.8438149094581604,1055,0
POINT (26.62512499999687 -29.223124999996568),0.7927796244621277,1180,1
POINT (26.260624999996914 -29.405124999996545),0.8173279762268066,843,9
POINT (26.936624999996834 -29.19237499999657),0.7069967985153198,1302,8
POINT (26.12787499999693 -28.74837499999662),0.8553297519683838,868,10
POINT (26.90287499999684 -29.60237499999652),0.771338164806366,1020,9
POINT (26.28537499999691 -29.01662499999659),0.6991539597511292,1067,10
POINT (26.876874999996843 -29.224124999996565),0.6771013736724854,819,9
POINT (26.173374999996923 -29.046874999996586),0.9831862449645996,1324,1
POINT (26.88562499999684 -29.63112499999652),0.771338164806366,1199,10
POINT (26.12587499999693 -29.18062499999657),0.6719647645950317,873,0
POINT (26.824874999996847 -28.77762499999662),0.809630274772644,1004,10
POINT (26.578874999996877 -29.413874999996544),0.8695083260536194,976,9
POINT (26.31087499999691 -29.248374999996564),0.786785364151001,976,10
POINT (26.622624999996873 -29.610874999996522),0.7151203155517578,867,9
POINT (26.591124999996875 -29.242124999996562),0.8348251581192017,1065,2
POINT (26.874624999996843 -29.457124999996537),0.7782711982727051,1083,10
POINT (26.652874999996868 -29.124874999996578),0.8117542862892151,929,13
POINT (26.82662499999685 -29.217374999996565),0.3949299156665802,539,10
POINT (26.604124999996873 -29.238874999996565),0.8348251581192017,943,10
POINT (26.91312499999684 -29.055624999996585),0.6963587999343872,1245,3
POINT (26.108374999996933 -29.597124999996524),0.7609471082687378,720,10
POINT (26.056374999996937 -28.74987499999662),0.7312549352645874,337,9
POINT (26.924374999996836 -28.82462499999661),0.8094674348831177,954,10
POINT (26.63112499999687 -29.35187499999655),0.8737767338752747,1003,9
POINT (26.81687499999685 -29.314624999996557),0.9831862449645996,887,10
POINT (26.499624999996886 -29.043124999996586),0.7167232036590576,989,10
POINT (26.616624999996873 -29.26462499999656),0.8646916151046753,1175,0
POINT (26.79287499999685 -29.418124999996543),0.7680288553237915,1115,10
POINT (26.857374999996843 -28.897124999996603),0.8083723187446594,911,9
