geometry,composition,function,structure
POINT (23.856624999997198 -29.59587499999652),0.8387382626533508,658,0
POINT (24.07312499999717 -28.893374999996606),0.7986617088317871,954,1
POINT (23.381624999997253 -29.162124999996575),0.8698845505714417,503,0
POINT (23.8073749999972 -29.54387499999653),0.8431000113487244,692,0
POINT (23.852874999997198 -29.00537499999659),0.7374265789985657,696,0
POINT (23.452124999997245 -29.076124999996583),0.8728652000427246,693,0
POINT (23.371374999997254 -29.509874999996534),0.8607684373855591,784,0
POINT (23.90037499999719 -28.978124999996595),0.7624650597572327,990,2
POINT (23.941124999997186 -29.54162499999653),0.8306289315223694,770,0
POINT (23.456624999997242 -28.75137499999662),0.8582745790481567,495,0
POINT (24.028124999997175 -28.999124999996592),0.812863826751709,688,0
POINT (23.895874999997194 -29.336874999996553),0.8562807440757751,372,10
POINT (24.071624999997173 -28.793124999996618),0.8023142218589783,908,0
POINT (23.930124999997187 -29.060874999996585),0.7347720265388489,906,0
POINT (23.65612499999722 -29.00487499999659),0.7572444081306458,623,0
POINT (24.206374999997156 -29.521624999996533),0.6944418549537659,703,0
POINT (23.885624999997194 -29.35637499999655),0.8591998815536499,888,0
POINT (24.210874999997156 -28.84587499999661),0.8067302107810974,797,0
POINT (23.756624999997207 -29.036624999996587),0.6826249361038208,799,0
POINT (23.993124999997182 -28.998374999996592),0.7068947553634644,868,0
POINT (24.112124999997167 -29.633124999996518),0.5872571468353271,635,10
POINT (23.562374999997232 -29.160874999996572),0.7541540861129761,584,0
POINT (24.202374999997158 -29.016124999996592),0.7873896956443787,856,0
POINT (24.25187499999715 -29.223874999996568),0.8142036199569702,636,10
POINT (24.023874999997176 -29.177874999996572),0.8151479959487915,933,0
POINT (23.884874999997194 -29.09537499999658),0.7508425116539001,746,0
POINT (24.25337499999715 -29.09637499999658),0.8184226155281067,775,0
POINT (23.758124999997207 -29.00837499999659),0.7647493481636047,725,0
POINT (23.40662499999725 -28.878624999996607),0.8594863414764404,760,0
POINT (23.468124999997244 -28.870374999996606),0.8617515563964844,614,0
POINT (25.140624999997044 -29.569624999996524),0.6524192690849304,1023,0
POINT (24.57662499999711 -29.10287499999658),0.292399138212204,1946,0
POINT (24.41237499999713 -28.9441249999966),0.7590405941009521,533,2
POINT (24.817124999997084 -29.19612499999657),0.7925050854682922,1755,3
POINT (24.348374999997137 -29.19187499999657),0.9788947701454163,791,0
POINT (24.793374999997088 -28.829874999996612),0.7637660503387451,621,10
POINT (24.540874999997115 -28.86362499999661),0.8243283629417419,771,0
POINT (24.78762499999709 -29.034624999996588),0.8122895956039429,1313,9
POINT (25.066374999997056 -29.558124999996526),0.6458402872085571,786,0
POINT (24.781374999997087 -28.9161249999966),0.8434882164001465,641,0
POINT (24.736374999997093 -29.27587499999656),0.8280196189880371,945,0
POINT (24.61312499999711 -28.811374999996616),0.8091853857040405,104,1
POINT (24.668374999997102 -29.02762499999659),0.678752601146698,1009,3
POINT (24.662374999997102 -29.141374999996575),0.30133315920829773,1232,4
POINT (25.129874999997046 -28.798624999996616),0.8409151434898376,877,0
POINT (24.42412499999713 -29.151874999996576),0.707394003868103,946,0
POINT (24.496374999997123 -28.980124999996594),0.7930294275283813,831,0
POINT (24.62062499999711 -29.10612499999658),0.2784280776977539,1212,5
POINT (24.73762499999709 -28.76387499999662),0.7692359685897827,141,8
POINT (24.84862499999708 -28.792874999996616),0.8515205979347229,700,0
POINT (25.04537499999706 -29.387124999996548),0.6812406182289124,580,0
POINT (24.50312499999712 -29.601374999996523),0.7584588527679443,887,0
POINT (24.794874999997088 -29.394374999996547),0.8294978141784668,850,0
POINT (24.408374999997132 -29.13162499999658),0.9788947701454163,1195,0
POINT (24.642624999997103 -29.581624999996524),0.32492658495903015,945,10
POINT (24.26037499999715 -29.314124999996555),0.8662861585617065,800,0
POINT (24.624624999997106 -29.247624999996564),0.8673061728477478,903,0
POINT (24.572374999997113 -29.11087499999658),0.7240163087844849,746,0
POINT (24.606874999997107 -28.803374999996617),0.8091853857040405,466,0
POINT (24.645374999997102 -29.485624999996535),0.36680564284324646,762,0
POINT (24.6666249999971 -29.27062499999656),0.8328353762626648,756,0
POINT (24.58662499999711 -28.748624999996622),0.7413749694824219,854,0
POINT (25.070874999997056 -29.297374999996556),0.7716928124427795,760,0
POINT (24.73612499999709 -29.588124999996523),0.7403743863105774,68,4
POINT (24.708124999997096 -29.10787499999658),0.2572627365589142,1637,3
POINT (24.957874999997067 -29.59662499999652),0.6709495782852173,505,9
POINT (25.085374999997054 -29.069624999996584),0.67240309715271,839,0
POINT (24.76487499999709 -29.18262499999657),0.32970187067985535,939,0
POINT (24.811374999997085 -29.20712499999657),0.7925050854682922,693,1
POINT (24.478124999997124 -28.957124999996598),0.41299840807914734,629,0
POINT (24.93837499999707 -28.747874999996622),0.8445749878883362,748,0
POINT (24.75687499999709 -28.832374999996613),0.764080822467804,565,0
POINT (24.757124999997092 -28.805374999996616),0.764080822467804,674,0
POINT (24.399374999997132 -29.11337499999658),0.9631431102752686,958,0
POINT (25.02162499999706 -29.129124999996577),0.6700537800788879,719,0
POINT (24.43437499999713 -29.052874999996586),0.9631431102752686,682,0
POINT (24.866374999997078 -29.51912499999653),0.6608477234840393,304,8
POINT (24.698624999997097 -29.10587499999658),0.25407445430755615,1608,0
POINT (24.60137499999711 -29.53412499999653),0.35042470693588257,960,3
POINT (24.40362499999713 -28.983124999996594),0.7967119812965393,656,0
POINT (25.00637499999706 -29.302624999996556),0.7716928124427795,891,1
POINT (24.757874999997092 -29.43912499999654),0.834357500076294,870,10
POINT (24.25937499999715 -29.070874999996583),0.8066933155059814,723,0
POINT (24.954874999997067 -28.84587499999661),0.855711817741394,925,0
POINT (24.376874999997135 -28.958624999996598),0.7663344144821167,638,0
POINT (24.624624999997106 -29.575874999996525),0.31870928406715393,1082,0
POINT (25.076624999997055 -29.43612499999654),0.6756153702735901,488,10
POINT (25.075624999997054 -29.61137499999652),0.6189584136009216,893,0
POINT (24.384874999997134 -29.118874999996578),0.9631431102752686,1068,0
POINT (24.656874999997104 -29.045874999996588),0.4005039632320404,1701,0
POINT (24.959374999997067 -29.077124999996585),0.8082460761070251,811,0
POINT (25.152374999997043 -29.589374999996522),0.7007477283477783,701,0
POINT (24.315624999997144 -29.247624999996564),0.87259840965271,653,0
POINT (24.59287499999711 -29.28387499999656),0.8328353762626648,1109,0
POINT (24.355624999997136 -29.10712499999658),0.9631431102752686,833,0
POINT (24.85762499999708 -29.644124999996517),0.6593306660652161,741,0
POINT (24.321374999997143 -28.807124999996613),0.775263249874115,690,0
POINT (24.488874999997122 -29.145374999996577),0.7285969853401184,995,0
POINT (24.796874999997087 -29.27037499999656),0.8270940780639648,681,0
POINT (24.49612499999712 -29.27312499999656),0.8667574524879456,689,0
POINT (24.347624999997137 -29.409124999996543),0.8535686135292053,735,0
POINT (24.48787499999712 -29.575374999996523),0.682929277420044,788,0
POINT (24.634124999997105 -29.084374999996584),0.6958701014518738,886,0
POINT (24.962124999997066 -29.589624999996524),0.6709495782852173,896,0
POINT (25.055874999997055 -29.599874999996523),0.6189584136009216,711,0
POINT (24.651374999997103 -29.041374999996588),0.4005039632320404,1172,1
POINT (24.57887499999711 -29.59887499999652),0.9788947701454163,663,10
POINT (24.311374999997142 -29.37337499999655),0.87077796459198,747,0
POINT (24.82987499999708 -28.793374999996615),0.8515205979347229,831,0
POINT (24.826374999997082 -29.000624999996592),0.812229335308075,665,0
POINT (24.76762499999709 -29.378624999996546),0.8294978141784668,744,10
POINT (24.852374999997078 -28.821124999996613),0.8515205979347229,626,10
POINT (24.735624999997093 -29.579624999996526),0.7403743863105774,51,3
POINT (25.074624999997052 -29.462874999996536),0.6756153702735901,1127,0
POINT (24.714624999997096 -28.822874999996614),0.7692359685897827,374,10
POINT (24.91862499999707 -28.986374999996595),0.8389353156089783,836,0
POINT (24.27037499999715 -29.12712499999658),0.9788947701454163,722,0
POINT (24.85837499999708 -29.61812499999652),0.6593306660652161,756,10
POINT (24.286624999997144 -29.300624999996558),0.8662861585617065,851,0
POINT (24.26262499999715 -29.583124999996524),0.6892479658126831,445,0
POINT (24.647624999997102 -28.963124999996598),0.8509122133255005,763,0
POINT (24.75812499999709 -29.37912499999655),0.819754421710968,722,0
POINT (25.028124999997058 -28.76987499999662),0.841333270072937,683,10
POINT (24.41412499999713 -29.392874999996547),0.8599513173103333,538,0
POINT (24.59337499999711 -29.03362499999659),0.4174637496471405,1000,0
POINT (24.85437499999708 -29.248124999996563),0.8286362290382385,601,0
POINT (24.557374999997116 -29.60337499999652),0.7584588527679443,755,0
POINT (24.41187499999713 -29.00462499999659),0.7104976177215576,861,0
POINT (24.25712499999715 -28.910624999996603),0.7853832244873047,923,0
POINT (24.57862499999711 -29.128124999996576),0.7240163087844849,811,0
POINT (24.6973749999971 -28.973124999996596),0.8492391109466553,613,0
POINT (24.392374999997134 -28.9146249999966),0.7696818113327026,843,0
POINT (25.079124999997052 -29.477124999996537),0.310907781124115,789,0
POINT (24.887374999997075 -29.37487499999655),0.8393450379371643,793,0
POINT (24.608374999997107 -29.09937499999658),0.32223787903785706,1413,8
POINT (24.974124999997066 -29.242374999996564),0.8282105326652527,696,10
POINT (24.986874999997063 -29.42737499999654),0.7840580344200134,104,6
POINT (24.59337499999711 -29.528124999996532),0.3553737998008728,1652,4
POINT (24.440124999997128 -29.164874999996574),0.707394003868103,785,0
POINT (24.58587499999711 -29.593874999996522),0.7456865310668945,768,0
POINT (24.41787499999713 -28.9256249999966),0.7590405941009521,715,0
POINT (24.388124999997135 -29.044624999996586),0.9631431102752686,756,0
POINT (24.34262499999714 -28.84887499999661),0.7696818113327026,739,0
POINT (25.150124999997043 -29.537624999996527),0.7008410096168518,615,0
POINT (25.135874999997046 -28.9551249999966),0.3378816843032837,1318,0
POINT (24.363874999997137 -28.875374999996605),0.7696818113327026,719,0
POINT (24.519874999997118 -29.145874999996575),0.7240163087844849,1228,1
POINT (24.59437499999711 -29.04087499999659),0.38459908962249756,1044,7
POINT (24.819624999997085 -29.563124999996525),0.6795158982276917,667,0
POINT (24.654374999997103 -29.318874999996556),0.8328353762626648,709,0
POINT (25.01937499999706 -29.18137499999657),0.6662608981132507,631,0
POINT (24.793874999997087 -29.316874999996553),0.8270940780639648,452,9
POINT (24.91562499999707 -29.473374999996537),0.7840580344200134,751,10
POINT (24.41337499999713 -28.962374999996598),0.7930294275283813,910,4
POINT (24.812624999997084 -29.488624999996535),0.844100832939148,510,10
POINT (24.740374999997094 -29.119624999996578),0.25305598974227905,1252,0
POINT (24.716624999997094 -29.298374999996557),0.8280196189880371,644,0
POINT (24.25812499999715 -28.86362499999661),0.7853832244873047,778,0
POINT (25.060874999997054 -29.082624999996582),0.6700537800788879,771,0
POINT (24.77962499999709 -29.550874999996527),0.6795158982276917,636,10
POINT (25.09012499999705 -29.142124999996575),0.6551517844200134,676,0
POINT (24.59912499999711 -28.83562499999661),0.8091853857040405,449,1
POINT (24.647874999997104 -28.9291249999966),0.8509122133255005,793,0
POINT (24.59537499999711 -29.157874999996572),0.6958701014518738,465,10
POINT (24.808874999997084 -29.00562499999659),0.8000572323799133,763,0
POINT (24.25562499999715 -29.063874999996585),0.8066933155059814,695,0
POINT (24.463124999997124 -29.52237499999653),0.682929277420044,619,0
POINT (24.837624999997082 -28.875624999996607),0.8247241973876953,737,0
POINT (24.640124999997106 -29.046624999996588),0.3770280182361603,1628,3
POINT (24.52262499999712 -29.391624999996548),0.8299848437309265,822,0
POINT (25.01087499999706 -29.00862499999659),0.6894721984863281,552,0
POINT (25.02862499999706 -28.805124999996615),0.9631431102752686,881,0
POINT (24.975624999997066 -29.298124999996556),0.8376742601394653,551,0
POINT (24.740124999997093 -29.18262499999657),0.709231436252594,743,0
POINT (24.795124999997086 -29.613124999996522),0.6764806509017944,960,0
POINT (24.75312499999709 -29.60462499999652),0.7506351470947266,690,10
POINT (24.33037499999714 -28.9366249999966),0.751151442527771,1162,0
POINT (25.150124999997043 -29.247374999996563),0.7378196716308594,644,0
POINT (24.528624999997117 -29.210874999996566),0.6954465508460999,630,1
POINT (24.35987499999714 -28.747374999996623),0.8368233442306519,730,0
POINT (24.75687499999709 -29.329874999996555),0.8173507452011108,697,0
POINT (25.132124999997046 -29.237624999996566),0.6494614481925964,886,0
POINT (24.25862499999715 -29.054374999996586),0.8066933155059814,599,0
POINT (24.42412499999713 -28.880374999996608),0.7689695954322815,696,0
POINT (24.40887499999713 -29.241124999996565),0.8670459389686584,650,10
POINT (25.01862499999706 -29.462124999996536),0.6756153702735901,599,0
POINT (24.540624999997117 -29.159624999996574),0.7240163087844849,887,0
POINT (25.150124999997043 -28.910874999996604),0.8635584712028503,625,0
POINT (24.76362499999709 -29.34012499999655),0.8294978141784668,798,0
POINT (24.581874999997112 -29.08612499999658),0.697041392326355,677,0
POINT (24.25737499999715 -29.20637499999657),0.8142036199569702,636,0
POINT (24.576874999997113 -29.050874999996587),0.6995741128921509,520,0
POINT (24.94112499999707 -28.891374999996604),0.855711817741394,494,0
POINT (25.054374999997055 -29.154124999996576),0.6700537800788879,688,0
POINT (24.789374999997086 -29.136374999996576),0.8120652437210083,781,0
POINT (24.25512499999715 -29.334874999996554),0.858604371547699,569,0
POINT (24.391624999997134 -29.246124999996564),0.8670459389686584,597,0
POINT (24.60387499999711 -29.003124999996594),0.7157713770866394,692,0
POINT (24.788874999997088 -29.02737499999659),0.8122895956039429,718,10
POINT (24.76062499999709 -29.177374999996573),0.29771825671195984,1097,1
POINT (25.039124999997057 -29.391624999996548),0.6812406182289124,706,0
POINT (24.400374999997133 -29.143374999996574),0.9788947701454163,1108,3
POINT (24.25537499999715 -29.398124999996547),0.8630961775779724,762,0
POINT (24.980624999997065 -29.256374999996563),0.8376742601394653,676,0
POINT (25.152374999997043 -29.25737499999656),0.7490723729133606,574,10
POINT (25.150124999997043 -29.593374999996524),0.7007477283477783,827,0
POINT (25.116874999997048 -28.901374999996605),0.8635584712028503,659,0
POINT (24.464124999997125 -29.27962499999656),0.8667574524879456,718,0
POINT (24.26087499999715 -28.973624999996595),0.751151442527771,697,0
POINT (24.57862499999711 -29.247374999996563),0.8479873538017273,721,0
POINT (24.663374999997103 -29.11837499999658),0.2543324828147888,867,0
POINT (24.442124999997127 -29.50937499999653),0.682929277420044,642,0
POINT (25.11862499999705 -29.596874999996523),0.6522346138954163,833,0
POINT (24.42112499999713 -28.874874999996607),0.7689695954322815,793,0
POINT (24.50162499999712 -28.747874999996622),0.7476248145103455,673,0
POINT (24.393874999997134 -29.44837499999654),0.8535686135292053,732,10
POINT (24.25587499999715 -29.08987499999658),0.8184226155281067,815,0
POINT (24.59387499999711 -28.957624999996597),0.8509122133255005,666,0
POINT (24.41337499999713 -29.076124999996583),0.9631431102752686,628,0
POINT (25.069874999997054 -29.09487499999658),0.6700537800788879,803,0
POINT (24.78612499999709 -28.913374999996602),0.8434882164001465,682,1
POINT (25.12462499999705 -29.62687499999652),0.6522346138954163,953,0
POINT (24.59237499999711 -29.518624999996533),0.7397435903549194,812,10
POINT (24.800624999997087 -28.9501249999966),0.8154716491699219,863,0
POINT (24.527374999997118 -29.061624999996585),0.6995741128921509,654,0
POINT (24.749874999997093 -29.53862499999653),0.7536703944206238,812,0
POINT (24.305624999997143 -29.586374999996522),0.6892479658126831,742,0
POINT (24.77412499999709 -29.10487499999658),0.8120652437210083,751,0
POINT (25.10712499999705 -29.44012499999654),0.7451093196868896,721,0
POINT (25.10512499999705 -28.9528749999966),0.8225524425506592,630,10
POINT (25.465624999997008 -28.879124999996606),0.7706542611122131,750,10
POINT (25.899624999996956 -28.925374999996603),0.651634693145752,887,0
POINT (25.544624999996998 -29.613124999996522),0.9788947701454163,825,0
POINT (25.975124999996947 -29.010374999996593),0.3079098165035248,372,0
POINT (25.406374999997016 -29.508124999996532),0.83228600025177,906,0
POINT (25.848374999996963 -29.220124999996568),0.28714874386787415,859,10
POINT (25.62012499999699 -29.416374999996542),0.6919867396354675,768,10
POINT (25.35387499999702 -29.055874999996586),0.5937918424606323,715,0
POINT (26.020624999996944 -29.111374999996578),0.6990033984184265,1024,0
POINT (25.825124999996966 -28.74987499999662),0.3357354700565338,964,0
POINT (25.62112499999699 -29.120374999996578),0.22078993916511536,806,0
POINT (25.732874999996977 -29.51762499999653),0.8502377271652222,581,9
POINT (25.829624999996966 -28.832124999996612),0.28213778138160706,850,0
POINT (25.827874999996965 -28.82462499999661),0.7179296612739563,831,0
POINT (25.71412499999698 -29.476624999996535),0.7011864185333252,711,10
POINT (25.94037499999695 -29.470374999996537),0.7017039060592651,646,10
POINT (26.003124999996945 -29.634624999996518),0.8534113168716431,855,9
POINT (25.932124999996955 -28.808374999996616),0.31348100304603577,1279,0
POINT (25.740624999996975 -29.51737499999653),0.8502377271652222,755,9
POINT (25.198874999997038 -29.298374999996557),0.7226496934890747,606,0
POINT (25.595124999996994 -29.302874999996558),0.24044153094291687,882,0
POINT (25.887374999996958 -28.896374999996606),0.2689509391784668,631,10
POINT (25.18612499999704 -28.76362499999662),0.844500720500946,810,0
POINT (26.03637499999694 -29.067874999996583),0.3362075388431549,1383,12
POINT (25.61012499999699 -29.27937499999656),0.29163387417793274,870,0
POINT (25.920124999996954 -29.582624999996526),0.8530948162078857,986,10
POINT (25.17412499999704 -29.485874999996536),0.7488613724708557,1068,0
POINT (25.207624999997037 -29.227374999996567),0.59523606300354,116,6
POINT (25.895374999996957 -28.967124999996596),0.31090494990348816,759,0
POINT (25.927374999996953 -28.818374999996614),0.2697344422340393,802,0
POINT (25.920624999996953 -29.313124999996557),0.6541085839271545,1008,10
POINT (25.502374999997002 -28.900874999996603),0.7605365514755249,947,0
POINT (25.160624999997044 -29.19462499999657),0.6494614481925964,943,0
POINT (25.661874999996986 -29.02162499999659),0.25526848435401917,735,0
POINT (25.915874999996955 -29.570374999996524),0.8531701564788818,944,10
POINT (25.16537499999704 -29.341874999996552),0.7570041418075562,574,10
POINT (25.882874999996957 -29.60612499999652),0.847054123878479,659,0
POINT (25.43837499999701 -29.148124999996575),0.5872571468353271,891,0
POINT (25.262374999997032 -29.130624999996577),0.6088467240333557,1074,0
POINT (26.02437499999694 -29.002374999996594),0.30911165475845337,864,0
POINT (25.527874999997 -29.340624999996553),0.6971275210380554,924,10
POINT (25.415124999997012 -29.548874999996528),0.83228600025177,1472,6
POINT (25.96112499999695 -29.09687499999658),0.7144988775253296,939,0
POINT (26.05012499999694 -29.242124999996562),0.6181381940841675,1021,10
POINT (25.64012499999699 -29.624874999996518),0.8537541627883911,841,10
POINT (25.216624999997038 -29.11412499999658),0.6234778761863708,908,0
POINT (25.302374999997028 -29.323624999996554),0.6202415227890015,233,10
POINT (25.19562499999704 -28.966124999996595),0.8315112590789795,1061,0
POINT (25.153124999997043 -28.958374999996597),0.3461405038833618,784,0
POINT (25.321374999997026 -28.903124999996603),0.33550775051116943,1778,1
POINT (25.913624999996955 -28.9258749999966),0.651634693145752,992,0
POINT (26.012874999996942 -28.9406249999966),0.3019839823246002,1037,1
POINT (25.411624999997013 -29.068624999996583),0.5937918424606323,813,0
POINT (25.17862499999704 -29.062374999996585),0.6401317119598389,788,10
POINT (25.87537499999696 -28.9401249999966),0.2935885488986969,812,0
POINT (26.02962499999694 -29.432874999996542),0.6885460019111633,1123,10
POINT (25.894874999996958 -29.213124999996566),0.22719284892082214,805,10
POINT (25.67962499999698 -28.77262499999662),0.755254864692688,806,0
POINT (25.844124999996964 -28.891874999996606),0.6813104152679443,949,0
POINT (25.17187499999704 -28.84787499999661),0.8098346590995789,757,0
POINT (25.530874999997 -29.542124999996528),0.3709581196308136,721,9
POINT (25.96987499999695 -29.590374999996524),0.8530948162078857,1180,10
POINT (25.501874999997003 -28.85162499999661),0.7605365514755249,732,0
POINT (26.04637499999694 -29.502624999996534),0.7674173712730408,923,10
POINT (25.62537499999699 -29.01287499999659),0.653461754322052,146,9
POINT (25.44037499999701 -29.065624999996583),0.6389509439468384,659,0
POINT (25.77712499999697 -29.068874999996584),0.6233379244804382,727,0
POINT (25.233374999997036 -29.080374999996582),0.6234778761863708,981,0
POINT (25.725374999996976 -28.9471249999966),0.6868508458137512,709,9
POINT (25.70737499999698 -29.474374999996538),0.7011864185333252,768,0
POINT (25.371624999997017 -29.42362499999654),0.7064005732536316,889,2
POINT (25.752124999996973 -28.965374999996598),0.21989254653453827,386,9
POINT (25.215624999997036 -28.879624999996608),0.8570213317871094,1209,2
POINT (25.540624999997 -29.44737499999654),0.24077196419239044,937,2
POINT (25.991124999996945 -29.597624999996523),0.8530948162078857,1086,1
POINT (25.61637499999699 -29.313374999996554),0.6747012734413147,992,1
POINT (25.496874999997004 -29.52337499999653),0.8223817348480225,647,9
POINT (25.337124999997023 -29.347874999996552),0.6383543014526367,1184,0
POINT (25.908624999996956 -28.926874999996603),0.651634693145752,1049,0
POINT (25.69837499999698 -28.811874999996615),0.7184032797813416,61,3
POINT (25.742124999996975 -29.53637499999653),0.8502377271652222,760,10
POINT (26.04862499999694 -29.220374999996565),0.22869795560836792,1053,0
POINT (25.533374999997 -29.046624999996588),0.6843547224998474,737,0
POINT (25.689374999996982 -29.299624999996556),0.6772213578224182,1158,5
POINT (26.011374999996942 -29.228874999996567),0.6181381940841675,653,10
POINT (25.758374999996974 -29.496874999996535),0.7044070959091187,813,10
POINT (26.006624999996944 -29.02387499999659),0.30666401982307434,785,10
POINT (25.747374999996975 -29.53537499999653),0.8502377271652222,674,9
POINT (25.288124999997027 -28.797374999996617),0.7727596759796143,761,0
POINT (25.62037499999699 -29.338874999996552),0.2723633050918579,607,0
POINT (25.594874999996993 -29.552624999996528),0.8479236364364624,747,0
POINT (26.04737499999694 -29.25812499999656),0.2843030095100403,826,9
POINT (25.482624999997007 -29.326374999996553),0.25345370173454285,937,0
POINT (25.94962499999695 -29.496624999996534),0.7017039060592651,1292,0
POINT (25.998624999996945 -29.040374999996587),0.29657307267189026,1138,5
POINT (25.95562499999695 -28.840374999996612),0.9788947701454163,1016,0
POINT (25.69112499999698 -29.60612499999652),0.8580533862113953,1254,0
POINT (25.46137499999701 -29.240874999996564),0.6510438919067383,733,0
POINT (25.917124999996954 -29.170874999996574),0.631781816482544,847,0
POINT (25.660624999996983 -29.469624999996537),0.30866456031799316,673,10
POINT (25.520874999997 -29.563124999996525),0.8476792573928833,242,8
POINT (25.842874999996962 -29.076874999996583),0.3398035764694214,886,0
POINT (25.835874999996964 -29.27612499999656),0.22914156317710876,702,10
POINT (25.78612499999697 -29.27412499999656),0.6536318063735962,772,9
POINT (26.049874999996938 -29.484124999996535),0.7297969460487366,687,10
POINT (25.69787499999698 -28.988124999996593),0.2921810448169708,735,0
POINT (25.764374999996974 -29.29037499999656),0.27568355202674866,741,10
POINT (25.413374999997014 -29.059874999996584),0.5937918424606323,763,0
POINT (25.241374999997035 -29.43237499999654),0.7932806611061096,456,0
POINT (25.44712499999701 -29.17762499999657),0.2810860872268677,691,2
POINT (25.662374999996985 -29.304374999996558),0.6747012734413147,859,9
POINT (25.973124999996948 -29.226124999996564),0.284321129322052,955,10
POINT (25.175124999997042 -29.61412499999652),0.6631993651390076,857,10
POINT (25.241624999997033 -29.43462499999654),0.7932806611061096,988,0
POINT (25.44962499999701 -29.262874999996562),0.6656514406204224,941,10
POINT (25.59087499999699 -29.320124999996555),0.2771788537502289,1072,0
POINT (25.35562499999702 -29.016874999996592),0.5937918424606323,998,0
POINT (25.924124999996955 -29.59962499999652),0.8530948162078857,1029,0
POINT (25.389874999997016 -29.028624999996588),0.22635768353939056,585,0
POINT (25.302374999997028 -28.784624999996616),0.7727596759796143,668,0
POINT (25.395124999997016 -29.628624999996518),0.8360143899917603,879,10
POINT (26.02662499999694 -29.52137499999653),0.7674173712730408,831,9
POINT (26.04562499999694 -29.28762499999656),0.2593311369419098,641,9
POINT (25.471874999997006 -29.287874999996557),0.2865919768810272,678,0
POINT (25.169374999997043 -29.562374999996525),0.7008410096168518,812,0
POINT (25.471124999997006 -28.755374999996622),0.7783516049385071,903,0
POINT (25.339874999997022 -29.26862499999656),0.22687296569347382,594,10
POINT (26.014624999996943 -29.042374999996586),0.3055800199508667,1285,2
POINT (25.237874999997036 -29.180874999996572),0.59523606300354,586,0
POINT (25.509624999997 -29.385124999996545),0.6971275210380554,910,0
POINT (25.889374999996956 -29.540624999996528),0.8531701564788818,897,10
POINT (25.379124999997018 -29.62662499999652),0.8360143899917603,647,10
POINT (25.655374999996987 -29.482374999996537),0.6919867396354675,582,10
POINT (25.397374999997016 -29.621124999996518),0.8360143899917603,958,4
POINT (25.231624999997035 -29.588374999996525),0.706283688545227,553,9
POINT (25.218124999997038 -28.99962499999659),0.6902941465377808,658,0
POINT (25.29212499999703 -28.875374999996605),0.764970600605011,779,0
POINT (25.844124999996964 -29.156374999996572),0.6789401769638062,1079,0
POINT (25.312624999997027 -29.10237499999658),0.6088467240333557,909,0
POINT (25.832124999996964 -29.08012499999658),0.6789401769638062,1143,1
POINT (25.17062499999704 -29.488874999996536),0.3602645993232727,1039,0
POINT (25.165874999997044 -28.964124999996596),0.8225524425506592,844,0
POINT (25.318374999997026 -29.322374999996555),0.6202415227890015,881,10
POINT (25.20712499999704 -28.811874999996615),0.844500720500946,840,10
POINT (25.43737499999701 -29.59437499999652),0.8298664093017578,723,0
POINT (25.96537499999695 -29.593374999996524),0.8530948162078857,797,10
POINT (25.421124999997012 -28.756124999996622),0.7783516049385071,708,9
POINT (25.576624999996994 -29.395124999996547),0.6971275210380554,964,0
POINT (25.815374999996965 -28.9183749999966),0.9788947701454163,877,0
POINT (25.18912499999704 -29.557374999996526),0.7051612734794617,1106,0
POINT (25.630874999996987 -29.59662499999652),0.8537541627883911,912,0
POINT (25.418874999997012 -29.03562499999659),0.6712408065795898,822,0
POINT (25.35362499999702 -29.02162499999659),0.288726270198822,955,0
POINT (25.640624999996987 -28.75712499999662),0.7575455904006958,870,0
POINT (25.769124999996972 -29.561874999996526),0.9788947701454163,899,10
POINT (26.012374999996943 -28.9441249999966),0.3019839823246002,453,10
POINT (25.850374999996962 -28.77687499999662),0.7242269515991211,731,0
POINT (25.168874999997044 -28.783124999996616),0.8409151434898376,720,10
POINT (25.898124999996956 -29.157374999996573),0.6789401769638062,900,0
POINT (25.68612499999698 -28.9536249999966),0.2842111587524414,758,0
POINT (25.813874999996965 -29.045624999996587),0.6741970777511597,706,10
POINT (25.396374999997015 -29.01862499999659),0.5937918424606323,944,0
POINT (25.86762499999696 -28.747874999996622),0.7229812741279602,764,10
POINT (26.027124999996943 -29.347874999996552),0.2817126512527466,899,0
POINT (25.852874999996963 -28.811624999996614),0.6820134520530701,781,0
POINT (26.04712499999694 -29.574124999996524),0.7970468401908875,791,10
POINT (25.93587499999695 -29.137874999996576),0.7144988775253296,887,0
POINT (25.924874999996952 -29.149124999996573),0.7144988775253296,749,0
POINT (25.88387499999696 -29.463874999996538),0.7041511535644531,889,10
POINT (25.60762499999699 -29.45512499999654),0.6919867396354675,971,10
POINT (25.519374999997 -29.343624999996553),0.6971275210380554,787,9
POINT (25.70912499999698 -28.964874999996596),0.6868508458137512,861,0
POINT (25.845874999996962 -28.9368749999966),0.5968765020370483,850,0
POINT (25.328624999997025 -29.24787499999656),0.22713062167167664,665,0
POINT (25.480624999997005 -28.784124999996617),0.7783516049385071,716,0
POINT (25.508874999997 -28.875374999996605),0.7605365514755249,689,0
POINT (25.340624999997022 -29.586624999996523),0.9788947701454163,719,10
POINT (25.293124999997026 -29.644374999996515),0.7906710505485535,657,10
POINT (25.43287499999701 -28.916624999996603),0.7706542611122131,831,0
POINT (25.95412499999695 -29.484624999996534),0.7017039060592651,884,1
POINT (25.566624999996996 -29.309374999996557),0.666808545589447,943,0
